3.2923,0.54353
2.835,2.7203
3.7028,2.1565
-0.20666,0.21416
2.4361,1.4478
2.4461,1.075
0.52432,0.28448
0.71029,4.026
0.72936,3.4536
2.2685,-0.94907
2.5466,2.419
2.6735,-0.48588
0.89428,0.60503
1.3532,3.2219
0.84823,1.398
2.8251,2.6828
1.5486,2.2984
3.4722,3.5039
2.213,6.1288
3.1208,3.9493
1.5961,1.0308
3.6376,3.0347
1.3969,2.2309
1.4031,0.47453
2.8957,-0.3979
1.0037,3.4748
6.4454,4.2934
2.2566,2.7372
2.1965,3.8281
2.4652,1.4181
2.0306,3.8193
2.6333,1.5059
1.3338,1.559
2.9898,-0.092073
-0.33927,0.15878
1.8042,1.5998
0.8207,2.4607
3.5302,1.3258
2.5699,3.2637
2.7415,0.63041
0.72986,0.15204
2.0273,1.4492
1.8926,1.4686
1.0101,0.74287
2.9301,1.3323
2.9668,0.68273
2.7349,2.9868
3.8874,1.884
2.2977,2.1441
0.94025,3.3357
2.8993,1.5013
1.5381,1.4334
1.856,2.1563
0.46415,3.7449
1.7467,1.8342
2.5779,2.0888
2.4486,3.7057
2.9862,2.4835
3.9198,3.1829
3.2524,1.1691
3.0919,4.7685
0.85036,1.7249
2.0107,1.4543
-0.56291,1.1836
1.1351,2.987
1.9591,-0.091679
1.6216,3.0791
0.53764,2.1074
3.8938,1.933
2.3341,2.0398
3.2409,0.99927
1.1364,2.655
0.43279,2.1333
1.1778,0.28047
3.753,0.24931
2.2845,1.2308
2.3604,2.3899
0.5593,-0.15989
3.3377,2.1821
0.96544,-0.44624
1.6446,3.9234
1.2524,2.7902
5.3623,4.263
2.5717,0.55268
0.10584,2.1359
2.544,2.6096
1.018,0.81933
3.2545,6.0355
2.0609,1.4958
3.9108,3.6779
3.2111,1.3301
2.543,1.7057
1.2387,0.55298
2.513,4.6225
3.2994,1.099
4.0191,0.34119
4.899,3.1657
2.8552,4.4065
3.8959,0.23883
1.7813,3.8037
0.75606,1.1112
0.66136,4.8654
1.6707,3.277
3.2959,1.1431
3.7956,1.1663
5.0287,-0.13606
2.6332,2.2869
1.3078,0.8449
1.5676,1.4328
3.2956,3.6887
1.8201,1.6868
1.9633,0.69205
2.1645,2.8266
3.9987,2.5651
2.0146,1.9207
3.054,2.0295
5.1567,2.5631
1.3553,2.6429
4.6726,-0.94864
1.1073,2.9246
0.14543,1.0459
2.4165,3.7924
-0.45125,2.4268
2.2798,2.4897
1.2677,2.4297
1.6388,2.2784
2.696,1.0213
1.724,2.2811
2.6743,1.7011
1.3539,2.0785
2.2408,1.4354
3.1248,2.9259
2.7012,3.3986
3.213,2.6098
2.5486,2.6561
2.3941,3.6086
3.6483,-4.0261
2.0373,3.7054
1.1906,2.6677
2.5107,3.2688
1.9356,3.5185
-1.6328,2.277
-0.0579,3.0434
1.6944,2.5446
1.6927,1.038
2.1607,0.71172
1.1262,2.2537
-0.16761,1.828
2.2117,3.3239
1.9102,3.9944
2.3937,2.1752
3.0338,1.6222
2.3538,1.4788
0.71913,3.2479
3.8369,3.4071
-0.23049,2.987
1.8946,2.0366
3.2529,-0.28873
2.584,0.80898
1.6968,3.8237
2.4243,0.36118
2.4531,2.0058
2.076,1.5666
1.6558,2.6371
1.0169,1.839
0.95333,0.20757
0.89465,0.81682
1.5103,1.2921
1.0955,3.1311
0.32926,2.9865
2.4804,2.4581
2.0398,3.0814
0.69564,2.6355
1.685,2.7391
3.4427,-0.24795
3.1591,2.2376
2.3685,3.6222
1.6042,0.043158
1.7241,0.56639
1.4449,3.336
0.73982,4.2419
3.6532,3.5979
2.1426,0.16891
1.3449,1.846
0.93608,2.1279
3.5305,1.2381
2.1939,1.6952
3.8925,2.1282
2.0467,2.9134
0.78742,1.6503
1.1145,2.5321
3.0961,3.0171
2.3056,2.3405
2.4561,-1.6675
0.9232,3.1021
1.9066,2.5159
1.2364,0.3354
4.1135,2.7863
2.2085,-0.18689
2.2564,3.105
1.9317,2.2831
2.5478,0.40823
1.9306,0.97022
4.8288,0.20871
4.5455,1.1342
3.5635,3.7527
-0.078836,0.81004
1.6937,0.82829
3.1968,5.0049
2.3319,1.1118
0.1644,2.0873
1.6856,-0.41886
1.5149,0.49335
1.0413,2.1144
0.6631,3.0033
2.9572,1.7181
1.6599,0.18341
1.3538,2.2918
2.6388,3.1906
2.0293,4.186
1.3959,0.18805
1.6654,4.0794
2.3913,1.9614
1.009,2.382
1.9203,2.0197
3.2967,2.2523
0.78963,4.1807
3.4507,0.76549
1.1052,-1.8429
2.2624,2.7637
0.65307,3.2556
2.6119,0.75403
1.4225,2.0698
-0.47774,1.6081
2.7076,1.7337
3.243,3.3009
4.5784,2.487
1.1525,-0.78001
3.0263,2.1562
0.43002,0.29291
1.3826,3.0308
2.5409,2.9469
3.2375,2.0807
4.2393,1.2462
2.351,1.0326
1.3591,-0.40058
1.8067,-0.63899
1.5092,1.7828
3.2429,4.5422
0.62402,2.6597
0.93486,4.5359
3.2425,2.0803
-0.31224,0.69286
2.5828,2.3523
4.1338,1.2383
3.5988,1.8023
2.9883,0.80963
0.92842,2.817
2.3559,1.6139
1.5862,2.3422
2.2235,3.0935
3.1288,2.7029
2.8555,1.4212
0.71823,1.1271
4.4067,1.8438
5.0536,4.4825
1.8163,2.6935
0.82092,2.7486
2.2266,2.7119
1.5191,1.9193
0.69798,-0.029415
1.2123,2.6209
2.4867,2.5734
-0.228,2.9083
3.506,4.0302
2.2804,-0.92245
1.2935,3.6001
2.0588,1.8162
2.8561,2.3684
2.6491,1.0063
3.7094,-1.4425
4.5321,2.6091
3.2717,4.7477
3.0841,4.7785
2.2073,1.5331
0.77713,3.28
1.1118,-0.63801
-0.027361,3.2382
2.367,4.6436
0.1121,2.4417
-0.62289,4.0581
2.8286,1.7033
1.7391,2.702
1.5955,4.3526
0.060112,2.7348
1.5671,3.2804
2.0776,3.9863
2.9614,5.5636
0.96092,-0.074635
2.8395,6.1703
1.2235,3.5561
0.65207,1.5214
1.1756,1.8085
2.4678,-1.3637
2.0582,2.2753
3.3907,1.891
1.3839,2.0779
1.3549,-0.17928
2.4626,3.113
1.8275,3.1752
3.3276,2.9235
0.032087,2.5607
2.1446,2.3534
1.9408,1.4465
4.9352,2.9319
3.1587,1.9537
3.6232,-0.55462
0.83357,3.4336
2.9677,0.97587
1.4604,3.1231
-0.52349,1.654
5.5133,4.3157
2.1199,1.2908
0.60653,4.2026
2.2625,6.2648
2.6669,2.8017
-0.58006,-0.65819
-0.066904,2.5919
1.9647,1.9804
2.7661,1.4968
1.3452,4.8754
1.5946,1.9672
0.48889,1.7488
0.64034,1.9032
0.80398,0.34208
3.8687,5.5375
0.28674,-0.4083
3.1347,0.75211
2.1324,1.7164
3.0756,0.014042
2.7792,2.4509
3.1026,2.6673
4.3114,1.1572
2.485,1.3582
3.6273,1.2044
2.1289,0.2833
1.1066,-1.0761
0.49189,1.7724
-0.21909,2.413
2.2604,3.8365
3.8616,-0.083196
2.6883,0.82265
3.6038,2.8585
-1.5714,0.89871
2.1779,2.5048
0.43434,-1.1698
3.5485,2.6382
3.5813,0.36053
3.9495,4.0688
1.7043,2.7762
1.115,3.3494
2.0979,2.5132
-0.035076,3.7245
2.7902,2.5464
2.0424,2.0906
0.89678,2.403
0.28778,1.8681
-0.64582,1.9299
1.7997,2.9932
0.44615,3.1007
4.5389,4.8817
0.11368,0.1715
1.8971,1.4304
2.9208,1.1193
0.85656,4.4325
1.8727,3.2637
2.0569,2.5168
1.6166,2.2465
2.0558,2.3686
-0.20024,1.5494
2.5607,2.7464
0.82401,1.3133
0.67141,3.2076
1.8168,1.2302
1.8994,-0.18916
5.8069,3.2287
0.4692,0.95199
0.46626,0.45181
-0.17728,1.487
0.5843,0.96102
0.77306,1.2831
2.2523,2.7746
1.072,2.6925
1.3443,4.2987
3.0284,2.0508
3.2297,0.43411
0.65444,2.0012
1.5286,1.7915
2.6427,4.0286
2.0474,0.96269
1.8289,1.9736
4.4836,3.358
-0.68588,0.57779
0.51081,5.5901
1.7304,-0.93467
1.0123,3.3298
1.2291,0.60849
2.3142,2.6717
1.8778,2.1526
4.3935,1.9055
1.1915,3.2936
0.090674,1.0125
1.2161,2.1724
2.0824,1.2734
2.3171,1.255
1.751,3.505
3.1126,4.1148
0.66834,4.3839
2.4324,2.8566
3.5413,2.3585
0.47231,-0.81114
1.3001,4.9304
3.0178,0.19731
1.5998,0.42529
4.7784,1.784
1.5391,1.58
2.3796,-0.10775
2.2077,1.8296
2.103,3.3794
1.426,2.3867
3.4675,5.295
-0.15684,1.8286
-0.25599,1.9693
2.3875,0.48442
2.7052,2.5131
-0.26188,3.142
2.2499,-0.26288
0.63119,2.0965
2.1316,-0.54837
3.4272,3.4915
1.4342,5.2291
-0.081174,2.1962
4.144,0.81233
2.4155,1.5555
4.0081,0.73351
1.0362,1.427
2.9731,0.65761
5.4832,2.6774
4.436,-1.2656
1.8579,1.8232
1.7201,2.5797
3.3359,1.7052
1.8565,1.6381
-1.3676,6.6592
0.9868,3.2075
6.0033,2.3853
4.042,1.4599
4.1694,1.6941
0.426,1.1454
2.0817,-0.81854
0.54218,2.2555
0.10044,1.5871
1.9536,-0.88893
-0.35,2.8963
2.285,1.9348
2.1308,-0.34256
3.3491,3.2115
-0.043678,3.3054
2.8101,3.731
2.8464,1.1617
2.1168,2.0294
3.1616,4.2287
1.0497,2.4977
3.0117,3.1171
4.2289,2.8172
2.9683,2.6693
-0.44027,-0.46317
4.2622,2.4657
1.644,-0.68829
3.4475,2.8412
0.99546,4.3205
0.78045,-0.76429
1.0066,4.0795
3.3955,1.4013
2.1468,0.055042
3.1002,1.3283
2.6574,1.0214
3.7322,3.1519
1.9789,3.3739
1.5274,1.3541
1.502,1.5578
1.0568,0.70746
0.99542,2.7235
0.32507,4.0683
2.998,4.1876
1.7619,0.39585
4.0175,-0.1929
3.3582,2.4453
1.9187,2.4553
1.1341,2.8877
-1.2392,2.1437
2.3884,1.3683
1.8296,0.61708
-0.3034,1.7768
4.8387,2.9423
2.9504,3.8286
-0.56849,1.6934
3.5133,0.64381
4.4509,2.8897
1.0263,3.4651
3.7454,1.5621
2.7674,2.6951
0.5993,1.1862
0.79786,2.4123
0.87485,0.088923
0.47232,3.8539
1.2458,2.1316
3.4096,1.3055
1.3865,1.021
2.9616,3.6376
2.0656,3.0603
2.185,1.5213
1.9096,0.86502
1.6631,3.1376
2.3675,1.8431
3.8639,6.9027
0.27372,0.67505
2.6461,1.5789
1.5799,1.3433
1.4579,3.1128
0.6382,1.2947
2.3815,0.41248
1.8545,2.3746
3.4152,-1.2142
-0.77128,0.13227
2.2327,3.0048
2.8816,0.30777
5.4183,-0.47987
0.66325,0.52405
5.1533,1.4146
3.2873,3.8427
1.4045,2.9472
1.6596,1.6498
0.63974,-0.39785
0.80265,0.97399
1.4652,2.9561
2.276,2.0462
0.54181,0.58848
-2.1322,0.8401
3.405,3.1369
1.357,1.8274
0.070194,0.92863
0.071916,-0.77392
-0.90204,0.14162
2.6356,1.9175
3.9491,1.2037
1.6469,0.0014657
2.4602,1.938
0.5023,0.87118
3.9741,1.0447
0.18595,1.9979
0.62453,2.2009
3.3528,3.4429
1.8905,2.0086
2.745,0.6077
1.5583,3.258
3.662,2.68
1.3588,1.9117
2.6981,3.872
0.38253,2.0867
3.3066,1.825
0.93351,-0.31164
1.6481,0.083995
2.2588,0.49797
1.3409,1.5796
3.362,4.169
4.3615,1.0585
2.1054,1.9733
3.1833,3.055
3.4015,1.2696
2.2328,2.126
2.686,1.1197
2.5873,2.6478
3.2921,1.3166
3.2567,3.3611
1.9839,2.7958
1.6565,-1.8762
0.83996,0.13661
2.1252,5.0835
2.0503,1.0276
1.8546,2.3687
2.3345,-0.91229
2.143,-0.91571
1.8216,-0.051694
5.6228,0.9872
2.2348,0.87464
0.72005,3.6417
2.7011,0.33675
2.8839,4.5119
0.91841,2.2123
0.77141,2.3502
3.3153,2.2737
3.226,1.7045
-1.3645,0.023452
1.3468,5.4311
1.7072,3.3157
1.6455,0.60002
1.4608,1.4477
3.5217,-0.34307
2.548,2.8014
0.30173,0.69635
4.4678,2.2966
1.5294,4.0776
-0.19169,2.4069
1.2442,2.113
1.6785,2.4044
-1.7933,1.2344
2.1281,1.9074
2.1505,3.9077
2.9366,2.6056
4.7117,4.2813
2.6407,2.3976
-0.53269,-0.23773
1.4731,3.0282
2.1063,2.2656
1.7714,1.9967
-2.632,1.3459
2.8141,1.4271
1.2342,-0.10021
1.8867,3.7957
2.1235,1.6482
2.2286,3.6147
3.0154,1.2536
1.9807,-0.090976
3.0099,5.2456
3.1694,3.6648
2.0925,0.21782
1.1084,0.55675
3.7115,2.485
0.52213,4.333
4.4034,3.285
2.4877,3.3805
4.8753,1.1635
-1.2656,0.37051
1.9627,6.0062
3.1372,1.6052
0.22508,3.0945
2.2629,-1.311
1.6636,1.5277
-0.056435,2.7838
4.2201,0.89121
2.8889,2.4357
1.8635,0.71675
3.5906,3.3836
1.2067,-0.07779
1.84,2.8021
3.8866,5.3148
2.675,2.8194
0.66684,1.936
1.9074,1.6766
1.1875,-0.43826
1.0457,2.6844
0.57553,0.92398
0.75237,1.63
1.9788,3.9806
1.0729,2.4447
2.141,0.93146
3.2245,1.4394
1.36,1.1115
-0.81541,3.6715
2.3577,3.3404
-1.0049,0.89532
2.0516,1.797
3.1654,3.6066
-0.38231,3.4503
2.5647,-1.1262
0.98187,0.97863
2.6266,3.162
2.7578,1.7966
0.24318,1.6518
-0.21868,0.84217
4.8099,3.5303
1.3033,2.8512
1.7233,2.7778
3.0386,3.0618
0.29136,5.2941
2.4752,2.5862
2.777,4.272
2.5246,1.9086
2.4467,1.0915
2.1893,0.73784
6.727,1.8893
-0.030654,6.1029
-1.2053,3.0455
3.6173,3.9644
1.771,2.3166
3.5471,1.054
3.2781,2.8688
